,f1,f2,f4,f25,f26,f27
8466,132,22,3,1,14,0
7491,89,21,3,1,0,0
10287,22,14,1,1,0,0
2245,34,26,2,0,3,3
1898,51,16,2,1,0,0
5818,39,30,2,1,0,0
534,56,47,2,1,0,0
2940,35,13,1,0,0,0
5044,35,26,2,1,0,0
2318,61,20,3,0,0,0
1924,23,16,1,0,0,0
2290,47,16,2,0,0,0
10134,56,47,2,1,21,21
3478,89,15,4,0,5,0
7366,56,21,2,0,0,0
9460,51,18,2,1,1,0
2003,66,20,3,0,0,0
1111,41,13,1,1,0,0
6931,68,15,2,1,0,0
4891,27,11,1,1,1,0
5024,42,35,2,0,0,0
7354,23,15,1,0,0,0
2458,36,28,1,0,0,0
2939,74,12,3,0,0,0
10636,41,26,2,0,0,0
2485,240,15,7,0,45,0
8800,47,14,2,0,0,0
9394,75,22,3,0,0,0
4069,41,18,2,0,0,0
5635,51,33,4,0,3,3
3445,38,30,5,0,0,0
4740,48,7,1,1,3,1
8295,93,17,2,0,6,0
5136,59,10,2,0,0,0
2101,34,26,2,0,0,0
6748,44,22,3,1,4,0
11209,79,17,3,0,0,0
3509,31,12,2,1,0,0
3544,28,20,2,0,0,0
2488,23,10,2,0,0,0
203,33,24,2,1,0,0
2869,29,22,2,0,2,2
457,31,16,2,1,0,0
3750,29,21,2,0,0,0
1142,23,14,2,1,0,0
2115,126,38,2,1,0,0
11372,29,20,2,1,0,0
2582,44,17,3,0,0,0
1363,26,17,2,1,0,0
6167,84,11,3,0,14,0
7296,122,46,5,1,19,0
3511,123,46,5,1,18,0
7495,61,12,3,0,6,0
127,99,20,4,0,7,0
5371,55,27,3,0,1,1
4032,32,20,2,0,4,0
7327,99,15,2,1,5,0
8928,21,7,1,1,1,0
9403,30,21,2,1,0,0
552,54,14,1,0,0,0
9504,48,29,2,0,0,0
137,36,29,2,0,0,0
3257,128,54,5,0,25,0
7733,34,21,2,1,0,0
8611,48,18,3,1,0,0
3664,48,16,2,1,2,0
3233,152,18,4,0,39,2
2309,59,26,4,1,0,0
10434,43,15,2,1,2,0
10833,204,27,2,1,28,0
7401,34,13,2,0,0,0
4530,46,20,3,1,0,0
8644,57,24,5,0,0,0
11311,52,16,2,1,11,0
5576,35,18,2,0,0,0
1539,16,7,1,1,0,0
3384,56,15,3,0,0,0
2567,32,24,2,0,0,0
3992,34,26,2,0,4,4
2581,48,28,2,0,0,0
7762,54,28,3,1,0,0
7898,68,29,3,0,1,0
5508,70,18,2,0,2,0
2912,82,12,1,0,8,0
2766,78,25,3,0,3,0
1606,77,21,4,0,1,1
3959,77,14,2,0,24,0
2841,43,16,2,1,0,0
5052,77,14,2,1,2,0
10397,31,19,2,0,0,0
5129,33,16,2,1,5,0
9540,32,24,2,0,2,2
4253,264,18,4,1,64,0
10973,39,18,3,1,0,0
6990,56,26,2,0,0,0
2561,66,20,2,1,0,0
2244,72,24,3,1,3,0
2864,50,16,2,1,0,0
8417,70,49,5,1,17,17
4560,28,21,2,0,0,0
10214,39,24,2,0,0,0
11160,54,20,5,0,0,0
6632,48,15,2,0,1,0
5530,24,16,2,0,0,0
10847,33,22,2,0,0,0
1065,27,19,2,0,0,0
5734,28,17,2,0,0,0
8063,45,18,2,0,0,0
4529,35,28,2,0,0,0
3711,39,19,2,0,8,0
3247,35,28,2,0,0,0
10604,45,10,2,0,0,0
4395,45,30,3,1,3,3
6612,30,13,3,0,10,10
9578,47,19,3,0,0,0
404,26,18,2,0,0,0
3145,118,42,4,0,18,0
8845,74,17,2,0,17,0
8114,41,32,2,1,0,0
2404,35,26,3,1,0,0
1858,39,27,2,0,0,0
11048,58,26,3,0,0,0
4982,58,13,2,0,5,0
7088,30,23,2,0,0,0
1718,64,20,3,0,0,0
5899,47,14,3,0,2,0
3650,45,26,2,1,6,3
3218,40,32,2,0,0,0
3477,38,17,2,0,0,0
11354,98,16,2,1,7,0
4403,22,13,2,1,0,0
3688,54,14,1,0,5,0
6007,35,12,1,1,1,0
10849,16,7,1,1,0,0
3858,73,25,3,0,3,3
10458,43,31,2,0,0,0
3910,25,18,2,0,2,2
913,48,24,2,0,0,0
5569,101,27,2,0,0,0
8545,23,14,1,1,0,0
10140,76,29,2,0,0,0
2268,25,12,1,0,0,0
462,76,50,4,0,9,0
2836,91,11,2,0,27,0
5425,20,12,2,0,0,0
9941,62,15,1,0,0,0
351,32,15,2,0,0,0
996,74,13,1,0,0,0
6471,30,23,2,0,0,0
8986,43,26,2,0,1,0
3401,42,34,4,0,0,0
2053,74,23,3,0,6,0
9115,57,48,4,1,3,3
3873,27,19,2,0,0,0
4221,33,12,3,1,0,0
10148,57,16,3,1,0,0
6942,253,15,3,1,80,0
6134,23,14,2,1,0,0
7720,119,42,4,0,20,0
4225,31,23,2,0,0,0
8520,40,14,3,0,0,0
9356,78,16,2,0,0,0
10790,49,12,3,0,0,0
2362,84,20,2,0,21,0
11176,25,17,2,0,0,0
8666,80,20,2,0,0,0
9104,126,50,4,1,24,0
3053,99,23,3,1,8,0
1820,35,18,4,0,14,14
5672,63,29,5,1,1,1
4984,30,22,2,0,0,0
8913,114,18,2,1,1,0
9724,23,11,1,0,0,0
80,52,18,2,0,2,0
10639,51,10,1,0,21,0
9295,70,22,5,1,0,0
8320,107,17,2,0,8,0
10535,123,16,2,0,8,0
3500,44,18,2,1,0,0
4417,126,50,4,0,21,0
2297,49,9,1,0,0,0
11158,32,23,2,1,0,0
4468,35,18,2,1,0,0
6713,124,17,4,0,0,0
6624,38,16,2,1,0,0
670,33,24,1,1,0,0
5898,439,14,3,0,211,2
8112,183,37,2,1,41,2
7798,314,16,9,1,10,0
9117,30,21,2,1,0,0
5707,161,16,3,1,0,0
704,43,15,3,0,0,0
11124,44,21,2,0,0,0
5496,65,12,2,0,4,0
664,53,20,2,0,3,0
6590,72,15,4,0,0,0
7543,74,21,2,0,0,0
6911,37,28,2,1,0,0
2219,75,25,4,0,2,0
4035,45,14,2,1,2,0
6834,32,23,2,1,0,0
8799,43,18,3,1,0,0
10580,177,17,3,0,54,0
2703,77,13,3,0,2,2
3224,32,23,2,1,0,0
2742,18,10,2,0,0,0
9132,96,20,2,0,45,0
729,66,14,3,1,6,0
4413,29,21,2,0,5,5
3802,35,15,1,0,4,0
254,56,18,2,0,0,0
3017,90,17,2,0,12,0
4001,91,18,2,0,0,0
1775,83,16,3,1,12,0
7792,38,18,3,0,0,0
2357,33,14,1,1,0,0
10322,51,16,4,0,10,0
6385,84,13,3,0,4,0
10172,124,18,3,1,0,0
4098,35,26,2,1,0,0
3988,74,24,3,1,6,0
9165,60,16,2,1,1,0
9046,29,21,2,0,0,0
1776,127,50,4,1,16,0
8321,32,23,2,1,0,0
5892,29,20,2,1,1,1
2922,35,26,2,1,0,0
5030,23,15,2,0,6,6
6182,91,11,2,0,0,0
7364,19,6,1,0,1,0
6020,55,15,3,0,34,12
377,60,19,3,0,13,0
3928,48,15,2,0,0,0
10245,45,37,4,0,0,0
2537,47,18,2,1,0,0
1347,128,50,4,1,16,0
4509,104,24,7,1,16,0
3657,19,12,2,0,2,2
8923,42,14,3,0,5,0
7385,28,19,2,1,0,0
6193,62,12,1,1,0,0
3039,113,15,2,1,9,0
10302,68,19,2,0,0,0
2967,43,14,3,0,6,0
8362,404,11,2,0,50,0
9109,24,17,1,0,0,0
6736,17,10,1,0,0,0
8154,56,16,1,0,6,0
9988,128,50,4,1,26,0
3365,49,16,2,1,0,0
5565,51,13,5,0,10,10
4972,36,28,2,0,1,1
5100,43,14,1,0,4,0
8552,28,20,2,1,0,0
8188,78,18,2,0,5,0
6712,35,26,2,1,4,4
9442,46,17,1,0,0,0
6985,37,16,3,1,4,0
6530,58,17,3,0,1,0
3173,141,29,2,1,4,0
4277,17,5,1,1,2,1
1985,33,13,2,1,0,0
3536,32,17,1,0,0,0
9412,33,25,1,0,0,0
2867,128,50,4,1,16,0
3751,123,46,5,1,24,0
1332,41,13,3,0,7,0
1457,26,14,2,0,0,0
1054,54,21,3,1,0,0
9235,41,20,2,0,0,0
5923,25,16,2,1,0,0
9953,71,15,2,1,14,0
687,28,19,2,1,0,0
5232,53,22,3,0,0,0
9563,78,12,4,0,10,9
8770,79,22,3,0,6,0
10456,29,20,2,1,0,0
10939,40,17,2,0,0,0
2723,61,17,3,0,4,4
8531,82,25,2,0,8,0
10493,39,30,2,1,0,0
11337,33,24,2,1,0,0
1814,89,20,3,0,0,0
10264,44,17,4,1,0,0
3140,54,19,3,0,0,0
3006,59,18,2,0,0,0
9785,76,29,3,1,13,0
290,35,18,2,1,0,0
9170,135,17,2,1,30,0
1181,66,21,4,0,0,0
4295,31,24,2,0,0,0
10624,35,27,2,0,0,0
10101,22,13,2,1,0,0
2894,38,16,2,1,0,0
3518,20,11,2,1,0,0
10599,43,25,2,0,0,0
1720,84,18,2,0,8,0
9886,17,10,2,0,0,0
10693,76,10,1,0,26,0
8149,31,22,2,1,0,0
10796,19,11,1,1,0,0
9305,40,32,2,0,0,0
683,50,18,3,0,0,0
231,87,24,2,0,11,0
10996,23,14,2,1,0,0
1211,33,26,1,0,0,0
2872,24,16,2,0,0,0
1759,40,21,1,1,2,0
8314,33,26,2,0,0,0
1240,565,29,3,0,140,0
10752,155,22,3,0,0,0
8367,34,27,2,0,0,0
6107,41,23,3,1,0,0
9112,41,15,3,1,0,0
6745,30,21,2,1,0,0
3927,35,23,2,0,0,0
3258,43,7,1,0,0,0
3633,46,17,3,1,0,0
9006,72,14,2,0,0,0
353,51,27,2,0,0,0
3822,23,15,2,0,0,0
6317,69,25,4,0,0,0
8809,50,15,2,0,0,0
10955,17,10,1,0,0,0
1040,67,21,2,0,0,0
10826,23,14,2,1,0,0
4848,37,17,1,1,0,0
9577,29,21,2,0,0,0
10777,36,17,2,1,0,0
4345,47,12,3,0,11,0
7067,68,12,1,0,0,0
1287,26,17,2,1,0,0
548,163,15,1,1,20,0
1610,54,17,3,0,0,0
3670,43,36,2,0,1,1
3132,115,42,4,0,16,0
4571,22,13,2,1,0,0
3990,54,14,3,0,0,0
10482,49,9,3,0,0,0
9937,51,16,3,0,0,0
2624,112,13,3,0,2,0
9266,21,9,1,0,0,0
9368,77,23,1,0,23,0
5464,22,11,1,0,0,0
5502,44,19,1,0,0,0
8805,23,14,2,1,0,0
4050,202,18,2,0,24,0
11243,36,18,2,0,0,0
7906,45,22,3,1,1,0
3895,37,29,3,0,0,0
6294,59,19,2,0,0,0
8750,22,15,1,0,0,0
2106,47,25,2,0,0,0
2293,25,16,1,1,3,3
9163,68,12,1,0,8,0
5440,127,15,2,1,13,0
5042,63,14,1,0,0,0
2737,25,16,2,1,0,0
6516,73,18,4,0,2,2
1105,55,16,2,1,0,0
11394,78,69,4,1,9,9
1289,67,22,3,1,3,0
6560,35,27,2,1,0,0
7410,40,13,2,0,0,0
8518,32,23,2,1,0,0
6336,37,25,2,1,8,8
7927,43,13,2,1,0,0
1144,65,33,2,0,0,0
7946,44,23,4,0,1,0
6242,59,21,4,0,4,0
10317,168,20,2,0,5,0
4367,77,17,1,0,0,0
3066,43,15,2,1,2,0
6935,152,18,4,0,39,2
6961,22,6,1,1,3,0
1713,57,38,4,1,6,6
10754,44,36,2,0,0,0
1055,37,28,2,1,4,4
8179,28,14,2,1,0,0
8705,32,23,2,1,0,0
7817,38,31,2,0,0,0
9350,72,38,3,0,0,0
2555,34,13,2,0,0,0
6781,19,12,1,0,0,0
688,21,14,1,0,0,0
7204,40,13,3,1,0,0
8125,55,26,5,1,4,4
1098,24,15,2,1,0,0
2433,58,22,2,0,6,0
10834,54,14,2,0,21,0
1837,101,11,1,0,23,0
3598,71,35,2,0,6,0
9204,75,15,3,0,5,0
9060,44,19,3,1,1,0
3226,41,24,4,0,2,2
2562,32,14,2,0,5,3
6648,28,21,2,0,0,0
9819,56,31,3,0,1,0
4681,69,14,3,0,0,0
8751,61,15,2,1,7,0
10508,64,18,2,0,4,0
980,53,12,2,1,1,0
8026,70,49,5,1,17,17
7970,51,17,4,1,0,0
3791,72,23,2,1,1,0
739,81,33,4,1,6,0
4080,35,27,2,0,0,0
8532,31,22,2,1,0,0
11065,67,22,3,0,0,0
6008,44,13,2,0,0,0
1221,23,16,2,0,0,0
3353,66,20,2,0,3,0
8818,33,25,2,0,0,0
6547,59,15,2,1,0,0
3024,43,15,2,1,2,0
5990,38,30,2,0,0,0
1737,41,14,1,0,1,0
3466,115,42,4,0,24,0
2124,27,19,2,0,0,0
5465,115,11,2,0,12,0
4000,39,13,1,1,12,0
3920,92,27,3,0,4,0
8541,54,18,3,1,6,0
3461,40,31,2,1,0,0
7795,46,15,2,1,0,0
4866,31,13,2,0,2,0
10991,56,15,2,0,18,0
8608,34,23,2,0,0,0
9225,45,29,3,0,0,0
6611,85,20,5,0,0,0
1507,47,13,2,0,0,0
9240,100,14,3,0,14,0
7127,33,25,3,0,0,0
5813,122,17,16,0,6,0
3864,53,15,3,0,7,0
11345,34,21,2,1,1,0
5292,37,29,2,0,3,3
1716,60,51,2,1,0,0
2191,30,22,2,0,0,0
1400,81,12,4,0,7,0
3945,26,18,2,0,1,1
1756,27,19,2,0,0,0
1955,48,21,2,0,0,0
5858,30,23,2,0,2,2
2094,90,20,4,0,5,0
9381,63,20,2,0,0,0
2837,18,9,1,1,0,0
7473,211,18,2,1,97,1
5059,85,20,2,0,4,0
567,68,17,3,0,0,0
1403,128,54,5,0,22,0
6199,29,13,1,0,0,0
1865,114,26,3,0,29,0
1263,27,18,2,1,0,0
10099,39,14,3,0,0,0
5955,32,14,1,0,6,0
6161,40,20,3,1,1,0
4637,27,18,2,1,0,0
927,51,15,3,0,1,0
10886,57,18,3,0,0,0
3013,52,17,3,1,1,1
4511,32,24,2,0,0,0
10871,34,25,2,1,1,1
1624,23,15,2,0,0,0
370,80,23,3,1,7,0
4473,43,15,2,1,3,0
5548,127,61,3,1,38,17
6986,47,28,3,0,1,0
4870,82,30,3,0,3,2
7365,20,11,1,1,0,0
10616,98,13,3,1,11,0
4003,31,13,1,0,0,0
5726,30,22,2,0,0,0
8078,32,23,2,1,0,0
11006,57,16,3,0,0,0
3643,68,20,2,0,0,0
8835,77,23,1,0,22,0
5302,48,40,4,0,9,9
10708,117,42,4,0,20,0
6281,42,34,3,0,0,0
3288,81,19,2,0,17,0
10921,83,13,2,1,1,0
9216,85,10,2,0,19,0
11302,58,22,2,0,0,0
9633,70,9,6,0,0,0
4276,24,16,3,0,0,0
5179,73,26,3,0,0,0
1810,25,18,2,0,0,0
469,64,18,2,1,13,0
6395,51,43,3,0,10,10
5001,24,17,2,0,0,0
2221,43,15,2,1,0,0
6348,83,11,1,1,6,0
4639,27,19,2,0,0,0
121,71,25,2,1,12,0
6160,33,19,2,0,0,0
740,30,21,2,1,0,0
3200,31,22,2,1,0,0
1349,65,20,3,0,2,0
5130,26,18,1,1,0,0
8908,33,22,2,0,0,0
4782,145,32,3,1,8,0
5897,38,31,2,0,0,0
6101,130,54,5,0,21,0
2057,94,28,3,0,20,0
3977,83,16,2,1,1,0
2100,31,22,2,1,0,0
5538,45,18,2,1,0,0
9896,29,22,2,0,0,0
3047,69,13,3,0,23,10
2093,77,23,1,0,18,0
6002,28,19,2,1,0,0
10332,52,18,2,0,2,0
7375,65,10,2,0,3,3
10518,56,17,3,0,6,0
1887,27,19,2,0,0,0
3072,126,50,4,0,22,0
337,56,36,5,1,9,6
9192,32,23,2,1,0,0
8332,53,15,3,1,0,0
7573,49,13,5,0,10,10
6222,32,24,2,0,0,0
9874,81,12,2,0,8,0
1903,26,17,2,1,0,0
3063,34,27,2,0,0,0
3798,22,13,2,1,0,0
4204,21,13,2,0,0,0
4776,80,13,4,0,46,10
959,24,15,2,1,0,0
5936,45,15,2,0,0,0
10595,36,13,2,0,0,0
9744,22,15,2,0,0,0
4422,45,28,4,0,9,9
5642,81,31,2,0,0,0
5519,47,19,3,0,4,0
1486,47,14,2,0,2,0
5758,34,27,2,0,0,0
208,32,18,1,0,0,0
2643,69,42,4,1,8,0
6226,43,24,2,1,1,1
7246,44,11,2,0,0,0
10972,265,27,3,0,35,0
6798,71,45,2,0,16,8
10367,29,20,2,1,0,0
9463,33,24,2,1,0,0
9604,20,8,1,0,0,0
7546,189,17,3,0,76,0
9859,31,22,2,1,0,0
8152,22,13,2,1,0,0
3215,59,21,3,0,0,0
4582,41,14,3,0,4,0
4884,55,20,2,0,0,0
7619,68,40,6,0,2,2
9478,128,50,4,1,16,0
1423,34,27,2,0,1,1
4646,20,13,2,0,0,0
7988,35,26,2,1,0,0
9964,50,27,2,0,0,0
5291,41,28,2,1,0,0
2170,73,18,2,1,2,0
6461,34,25,2,1,0,0
10773,28,21,2,0,1,1
5032,41,33,2,0,0,0
5247,168,12,2,1,20,0
4334,56,21,2,0,0,0
7844,32,17,1,0,0,0
3380,101,21,3,0,5,0
9813,33,16,2,1,0,0
3496,29,22,2,0,0,0
10062,47,25,2,0,0,0
6056,114,26,3,0,24,0
5525,48,30,4,0,4,4
1401,64,21,2,0,0,0
6339,49,19,3,0,4,0
8097,33,22,1,0,0,0
9331,78,16,3,0,6,0
28,68,42,4,0,11,0
11231,27,6,1,1,0,0
3907,41,34,2,0,0,0
7424,74,23,3,0,0,0
9555,31,24,1,0,0,0
368,271,20,5,0,84,0
6011,30,11,2,0,1,0
658,392,16,24,0,15,0
8248,124,46,5,1,21,0
8779,62,17,4,1,6,6
5728,36,17,3,1,0,0
11201,85,27,2,1,0,0
4939,28,20,2,0,0,0
4919,35,28,2,0,0,0
340,50,16,3,0,3,0
2183,27,14,2,0,0,0
7629,117,27,2,0,0,0
4597,34,25,2,1,0,0
10178,74,17,3,0,0,0
8983,26,13,2,1,1,1
1984,96,7,3,1,11,0
7701,26,17,3,1,0,0
199,38,15,3,0,0,0
11409,26,17,2,1,0,0
10917,79,47,5,1,0,0
6318,44,22,2,0,1,0
9486,29,21,2,0,0,0
4799,42,33,2,1,0,0
8311,49,21,2,1,0,0
1673,30,13,1,0,0,0
1847,49,26,2,0,0,0
6722,61,21,2,1,9,0
1066,39,30,2,1,0,0
2161,54,23,2,0,1,0
837,44,16,1,0,0,0
4011,62,15,4,1,15,0
4569,77,17,2,1,5,0
7744,30,23,2,0,1,1
5468,27,19,2,0,0,0
10605,41,33,4,0,0,0
1919,238,14,15,0,3,0
198,39,21,2,0,5,0
5023,37,16,1,0,0,0
7723,32,24,2,0,0,0
9853,38,16,2,0,0,0
490,74,20,3,0,5,0
9579,153,21,2,0,28,0
9220,135,35,2,1,6,0
682,19,12,2,0,0,0
11272,36,14,2,1,0,0
8266,25,16,2,1,0,0
7174,113,38,2,0,1,0
7233,107,18,3,0,0,0
9005,42,12,3,0,0,0
9053,29,13,3,1,0,0
5640,71,21,2,0,4,0
5654,47,7,2,0,0,0
10963,56,15,3,1,1,0
9092,68,19,2,0,11,0
5886,26,19,2,0,0,0
8813,39,17,1,1,0,0
8233,59,28,2,0,0,0
5162,64,27,2,0,3,0
2548,23,15,2,0,0,0
751,37,17,1,0,0,0
1897,46,38,4,0,6,6
3398,73,40,5,0,3,3
8052,59,28,2,0,0,0
575,44,36,3,0,0,0
9963,44,17,2,0,5,0
6899,34,26,2,0,3,3
2475,57,28,3,0,0,0
9187,70,24,2,0,4,0
6257,41,17,2,0,0,0
997,49,9,1,1,2,2
6026,63,13,2,1,0,0
2286,48,26,2,0,0,0
8041,132,16,3,1,3,0
4117,26,18,2,0,0,0
7079,41,26,3,0,0,0
727,49,28,2,0,0,0
2755,29,12,1,0,3,3
10209,24,16,2,0,0,0
7527,46,14,2,0,0,0
280,124,24,2,1,6,0
8896,81,25,3,0,8,0
8507,74,19,4,0,2,0
5150,40,23,5,0,0,0
10498,85,53,5,0,17,11
6587,48,17,2,0,0,0
9212,33,25,2,0,4,4
4262,81,14,3,0,0,0
9617,63,22,1,0,0,0
2902,36,14,1,0,0,0
10200,324,33,3,1,88,7
9955,73,16,3,0,17,3
8086,22,13,2,1,0,0
3179,48,17,3,0,0,0
10021,53,18,2,1,0,0
9936,63,56,7,0,2,2
4705,54,17,3,1,0,0
10107,128,50,4,1,21,0
6855,23,14,2,1,0,0
3801,95,26,2,0,0,0
4337,79,21,2,0,0,0
2370,30,21,2,1,0,0
8880,268,13,7,1,52,2
9138,27,15,2,1,0,0
8025,41,14,1,0,1,0
8282,35,26,2,1,0,0
10460,33,24,2,1,0,0
3109,250,47,6,0,11,0
135,53,20,3,0,0,0
3271,22,13,2,1,0,0
3146,46,16,2,1,0,0
2525,47,16,2,1,0,0
7514,17,10,2,0,0,0
242,28,19,2,1,0,0
5870,25,17,3,0,0,0
8726,56,47,4,1,7,7
4934,31,22,2,1,0,0
2983,89,17,3,0,1,0
11367,40,32,2,0,0,0
2706,126,61,3,0,44,23
2787,63,21,2,0,4,0
5573,71,19,3,0,0,0
4595,40,16,2,1,0,0
5380,127,50,4,0,17,0
3354,64,27,3,1,0,0
2506,29,22,2,0,0,0
5143,98,28,2,0,0,0
2253,66,23,5,0,0,0
626,131,23,2,1,23,0
6144,27,18,2,1,0,0
1864,82,14,1,1,3,0
5975,21,6,1,0,3,0
10146,27,19,2,0,0,0
4831,59,28,4,0,9,9
2804,21,12,2,1,0,0
9640,124,50,4,0,21,0
1973,26,18,2,0,0,0
9088,24,15,2,1,0,0
1082,32,24,2,0,0,0
5307,17,8,1,1,0,0
3983,87,21,2,1,8,0
6538,85,30,3,1,3,1
2208,36,9,1,0,4,0
8708,44,25,5,0,3,0
6804,38,14,2,1,10,6
5749,126,61,3,0,38,19
9223,98,22,3,0,0,0
5419,33,25,3,0,0,0
10821,36,17,2,1,0,0
4698,60,18,4,0,9,0
2767,69,33,2,0,10,0
8738,907,29,6,1,159,0
3372,35,24,2,1,2,2
9409,70,24,3,0,17,0
10569,38,21,2,1,0,0
3862,25,16,3,1,1,1
425,35,19,3,0,0,0
1272,20,12,2,0,0,0
5217,43,15,2,1,0,0
9591,82,15,3,0,0,0
8252,79,24,2,0,7,0
11013,25,17,2,1,0,0
133,88,20,2,1,0,0
5670,72,38,4,0,0,0
7683,41,21,2,0,0,0
2928,41,16,1,0,4,0
3149,40,11,1,0,0,0
10445,26,17,2,1,0,0
399,21,13,3,0,10,10
4342,43,31,2,0,0,0
10479,202,18,2,1,24,0
1028,23,15,2,0,0,0
10931,63,23,3,0,8,0
8971,166,21,3,0,81,0
5210,29,20,2,1,0,0
10524,20,13,2,0,0,0
5926,57,21,2,1,0,0
8864,40,24,2,0,0,0
921,40,32,2,0,3,3
7684,113,15,1,0,9,1
686,61,16,2,0,0,0
2008,77,25,4,0,0,0
1025,50,16,2,1,0,0
10294,49,16,2,1,0,0
8877,95,13,3,0,0,0
752,86,17,3,1,5,0
1917,57,14,3,0,0,0
7142,34,27,2,0,0,0
6644,30,9,1,0,0,0
2022,43,17,3,0,0,0
1757,61,30,5,1,2,2
1196,32,25,2,0,2,2
2868,45,14,3,0,0,0
5905,77,23,1,0,22,0
6729,58,41,5,0,0,0
8401,71,19,3,0,0,0
5185,28,20,2,0,0,0
1,77,23,1,0,17,0
3262,36,29,2,0,1,1
10023,38,30,2,0,0,0
5352,32,23,2,1,0,0
2566,29,20,2,1,0,0
4906,62,20,3,0,0,0
391,18,11,2,0,0,0
9274,29,21,2,0,0,0
2401,26,18,2,0,0,0
387,88,14,5,0,15,11
2712,56,16,2,1,0,0
6780,57,14,2,0,0,0
5680,22,14,2,1,0,0
2935,53,40,4,0,0,0
3743,94,28,3,0,22,0
9190,23,15,2,0,0,0
10381,27,18,2,1,0,0
11412,44,16,2,1,0,0
10681,55,15,2,1,1,0
2454,128,50,4,1,17,0
6126,28,19,2,1,0,0
3661,47,29,2,1,0,0
6623,29,8,2,1,2,2
4839,30,22,2,0,0,0
4285,49,19,2,1,0,0
7632,62,19,2,1,1,0
5300,73,25,3,0,0,0
6668,72,17,3,0,5,0
10390,19,9,1,0,0,0
8290,40,23,3,0,0,0
1736,111,18,2,0,0,0
9002,1641,22,3,1,267,0
11082,31,23,2,0,0,0
9876,36,18,3,0,1,0
9236,34,22,1,0,0,0
1516,24,5,1,0,3,0
734,31,22,2,1,0,0
9030,89,37,2,1,8,0
3094,75,20,2,1,0,0
5595,25,16,3,1,0,0
63,61,18,3,0,0,0
9077,62,25,2,0,0,0
932,120,18,3,1,8,0
4613,32,24,4,0,3,3
10789,39,22,1,0,4,0
814,27,18,2,1,0,0
9391,26,18,2,0,0,0
6540,32,23,2,1,0,0
2116,33,24,2,1,0,0
3266,61,12,1,0,24,0
5444,61,22,3,0,0,0
4303,34,14,2,0,0,0
9244,99,15,2,1,11,0
4606,47,17,3,0,0,0
4356,56,12,3,1,2,0
5214,90,17,3,1,16,0
4116,68,20,3,0,0,0
4419,51,26,2,0,0,0
9836,35,26,2,1,4,4
5152,19,11,1,0,0,0
1058,128,50,4,1,15,0
1536,30,23,2,0,1,1
3416,128,50,4,1,26,0
9502,72,18,5,0,0,0
7839,51,10,2,0,0,0
6778,167,31,3,1,2,2
4173,58,26,3,0,0,0
3599,26,17,1,1,3,3
8021,206,12,3,0,72,0
5781,131,27,2,1,4,0
2801,26,17,2,1,0,0
4051,65,24,1,1,8,0
10745,25,18,2,0,0,0
9970,39,31,2,0,0,0
10212,102,15,1,0,21,0
65,52,24,3,0,2,0
10954,34,13,2,1,2,2
6129,38,26,2,0,0,0
9052,30,22,3,0,0,0
1635,77,23,1,0,21,0
2394,78,14,3,1,1,0
9686,78,13,3,0,0,0
1325,127,50,4,0,19,0
11098,36,12,2,0,7,0
5438,60,20,2,0,17,0
5540,52,16,2,0,3,1
4928,47,25,2,0,0,0
6995,48,28,2,0,0,0
1062,40,31,2,1,0,0
1540,42,19,2,0,0,0
2450,27,16,2,0,0,0
6208,39,30,2,1,0,0
328,29,15,1,1,0,0
1700,67,36,3,1,0,0
5269,26,17,2,1,0,0
2799,70,22,2,0,0,0
11039,26,18,2,0,0,0
6053,66,12,3,0,0,0
8490,76,17,1,0,0,0
3435,126,50,4,0,22,0
8174,56,22,2,0,0,0
10924,155,6,2,1,98,0
3265,38,19,1,1,0,0
2428,24,8,2,0,0,0
10439,46,22,2,0,0,0
7389,40,18,2,0,0,0
818,57,15,2,0,0,0
10882,54,12,2,0,4,0
2477,67,9,1,0,0,0
6052,61,31,2,0,0,0
284,21,14,2,0,0,0
6937,51,14,2,1,0,0
8160,29,20,2,1,0,0
7293,127,50,4,1,22,0
8678,52,27,3,0,0,0
8729,100,24,3,0,11,0
10129,39,13,1,1,0,0
8685,38,12,1,1,0,0
11292,43,22,3,1,0,0
3046,55,30,2,1,0,0
1269,27,15,2,0,0,0
11386,72,23,2,1,0,0
6329,41,16,2,1,0,0
99,23,12,1,0,0,0
8342,44,22,2,0,0,0
6368,19,4,1,1,0,0
10443,279,16,3,1,65,0
10962,32,25,2,0,0,0
44,65,22,2,0,0,0
5326,31,23,2,0,0,0
7325,43,15,2,1,0,0
1271,44,26,2,0,0,0
128,56,20,2,0,0,0
6422,35,18,2,0,0,0
982,76,26,4,0,16,0
7338,206,21,3,1,67,0
1238,25,14,1,0,0,0
8712,36,17,1,1,3,3
5093,34,15,2,0,1,0
4191,115,42,4,0,20,0
8014,57,21,2,1,0,0
3521,42,9,2,0,2,1
4186,30,21,2,1,0,0
2071,89,13,3,0,0,0
435,44,10,1,1,0,0
9634,26,17,3,1,0,0
9602,75,20,2,0,4,0
6947,129,25,2,1,7,4
1747,26,17,2,1,0,0
987,55,36,4,1,3,3
3361,100,21,3,0,0,0
8068,40,31,2,1,0,0
2146,61,14,5,0,0,0
1335,107,18,3,1,2,0
941,54,15,3,1,0,0
2387,52,16,2,0,0,0
6577,61,16,3,1,4,1
7446,53,9,3,0,0,0
5988,123,17,5,0,0,0
5066,263,20,5,0,72,0
