,status
1895,1
3407,1
9076,1
537,0
481,0
9621,1
7153,0
7237,0
6469,0
5671,0
5771,0
2215,0
3430,1
4407,0
7576,1
3422,0
10688,1
2833,1
6861,1
9492,1
2333,0
3284,1
4214,1
10998,1
6034,1
4943,1
3137,0
2828,0
9010,1
10463,0
7593,0
4786,1
113,1
5251,0
6923,0
2896,0
2698,1
1525,0
413,0
654,0
11323,1
2623,0
1617,1
4241,0
5995,0
7996,0
144,0
5173,0
6305,0
2279,1
8965,1
4264,0
5941,0
2479,0
17,1
11318,1
4084,1
8280,0
7829,1
3074,1
9920,1
5241,1
4954,0
10740,1
8944,0
9390,1
1200,1
9457,0
4436,1
282,1
10051,0
5772,1
2659,1
5933,1
1849,1
1500,0
7778,1
10961,1
11355,0
8915,1
8133,1
7244,1
3004,1
10827,0
9041,1
1301,0
10437,1
2069,1
10356,0
7461,1
5831,0
7194,1
10409,0
10262,1
2993,0
3054,0
2709,1
914,0
2135,0
4979,1
6569,1
3008,0
2857,1
10870,1
9981,1
8652,1
10398,1
3122,1
6362,0
1953,1
5480,0
3937,0
7506,1
3730,0
4041,1
8431,0
1295,1
8132,1
7314,0
2917,1
5327,1
7031,0
1794,0
2681,1
988,0
2944,1
240,1
1931,0
7333,1
11262,1
10504,0
6494,0
5482,0
1091,1
1771,0
5965,1
6580,1
591,1
9542,0
4374,0
6515,1
10271,0
1508,1
1190,0
8850,0
8095,0
1651,1
4086,1
6323,1
3386,0
788,1
10376,0
4016,0
9759,1
9193,0
7854,0
7429,0
923,1
4704,1
8398,0
2545,0
3359,1
3351,0
1143,0
1453,0
10557,0
2047,1
9786,1
8313,0
1828,1
9931,1
1070,0
3594,0
10164,0
2625,1
728,1
3301,0
5013,1
4962,1
8048,1
5410,0
8244,1
5543,0
7648,1
308,1
3219,1
5925,1
4803,0
9243,1
5686,0
7958,0
3427,0
6949,0
8773,0
2972,1
2850,1
7765,1
10718,0
5246,1
6441,1
10563,1
7788,1
2647,1
3459,1
10866,0
3499,1
5026,1
8613,0
2007,0
1693,1
2249,0
7207,1
1302,0
5584,0
2495,0
2822,1
9031,1
511,1
9547,0
11397,0
6871,1
3394,1
3578,1
312,1
6681,0
1796,1
3691,0
4076,0
6700,1
7801,1
4346,1
4835,1
777,1
5235,0
396,1
10413,1
7574,0
8287,0
5839,1
6571,1
5875,1
157,0
3124,1
8379,1
257,1
1974,0
979,0
10818,0
5743,0
3672,1
8788,1
9582,1
2193,0
4142,1
8844,1
11137,0
400,0
1502,0
9541,1
5639,0
1057,1
2148,1
10233,1
9185,0
7902,1
2081,0
4168,0
1011,0
10056,1
1579,0
7659,1
10440,1
9496,0
7953,0
5996,0
6377,1
5827,0
2112,0
10704,1
3629,0
5608,1
2371,1
2810,1
10575,1
7443,0
7807,0
6476,0
11269,1
7851,0
1661,1
4211,1
3538,0
7592,1
925,0
3185,1
2724,1
7773,1
3504,1
238,0
3333,0
175,1
6092,0
6621,1
6175,1
10823,1
7976,0
302,0
9674,0
5073,1
6091,1
131,0
4562,1
867,0
9929,1
3830,1
3248,0
11344,0
7628,1
9450,0
4620,0
7263,0
10310,1
800,1
5151,1
5775,0
467,0
665,1
7850,1
8633,0
7232,1
5483,1
6522,1
7226,1
4890,0
1466,1
1316,1
10223,1
6548,0
9428,0
33,1
6674,1
7973,0
3784,1
8562,0
9301,1
8344,0
8718,0
1710,1
2376,0
6775,1
5692,0
6094,0
2691,0
2859,0
250,0
8537,1
2711,1
10127,0
10889,0
306,1
10010,0
7601,0
7044,0
4888,0
577,0
7718,1
11122,1
1633,1
875,1
418,0
6555,0
5567,1
9688,1
6383,1
6684,0
5034,1
731,1
6031,0
7820,0
8071,1
5295,0
6905,1
6843,1
9162,0
11014,1
4991,1
4600,0
7481,1
9082,1
7350,0
8977,1
1337,1
7610,1
5601,1
9797,0
4539,0
1165,1
2771,0
9059,0
2777,0
10104,0
90,0
749,1
9098,1
3341,1
8892,1
6800,0
5057,0
10699,0
8030,0
2087,0
6710,0
10765,1
1860,0
8274,1
40,1
3752,1
3377,0
8205,1
10623,1
8060,1
9642,0
9517,1
1755,1
1298,0
2152,0
4071,1
4925,0
20,0
6605,0
3273,1
10705,1
2045,0
2143,0
3126,1
7886,0
1744,0
6922,0
9245,0
2305,1
5289,1
9001,0
3307,1
4862,1
7749,1
5317,0
9672,1
8642,1
7730,0
8716,0
8765,1
3809,1
3533,1
10937,1
7318,0
5412,1
11011,1
9081,1
4184,1
1254,0
4355,0
9256,0
1022,0
10033,0
2829,0
6238,0
7827,1
2452,1
8475,0
2109,0
2076,1
7271,0
10541,0
3843,0
8011,1
1166,1
4766,0
7948,0
6478,1
3388,0
8005,0
11335,1
6884,1
7802,1
4127,1
1769,1
10806,1
10795,1
4078,1
5652,1
8456,1
6184,0
6131,1
5406,0
6081,1
2316,0
7649,0
2265,1
7202,1
3567,0
1185,0
4376,1
8051,0
8341,0
8623,0
4773,0
6115,1
7186,1
76,0
8732,1
10572,0
9645,0
8129,1
3270,1
6991,0
3756,1
10024,0
1495,1
454,1
8000,0
7766,0
7313,1
11133,1
3700,0
4512,1
4235,1
3926,1
2199,0
8064,0
737,0
2660,0
11373,0
6973,1
1278,0
9927,0
9061,0
1475,0
11398,0
5037,1
5258,0
3709,0
9676,0
3051,0
3485,1
7929,1
3542,1
4737,0
2530,1
7103,1
556,0
10152,1
8897,0
2090,0
7910,0
3736,0
4508,0
8759,0
10425,1
2728,0
5787,0
2964,0
6291,0
6586,1
5286,0
167,0
10410,0
7581,1
5676,0
5085,1
5967,0
4481,0
2741,1
7398,1
5157,0
10600,0
9726,0
2875,1
2157,1
2502,1
5866,1
8661,0
6943,0
2292,1
550,1
4384,1
